"Tipo","Vol","Nome do produto","Categoria","Tags","Descricao curta","Descricao longa (HTML)","Preco (BRL)","Preco (centavos)","Ciclo de cobranca","Tipo de entrega","Arquivo PDF","ID externo"
"digital","11","Vol. 11 · O Monge e o Executivo — Resumo Leitura Breve","Liderança","Liderança; Servidora; Parábola; James C. Hunter; Leitura Breve","Resumo editorial de ""O Monge e o Executivo"" (James C. Hunter). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>O Monge e o Executivo</em></h2> <p><strong>Autor:</strong> James C. Hunter<br> <strong>Categoria:</strong> Liderança · Servidora · Parábola<br> <strong>Coleção:</strong> Leitura Breve · Vol. 11</p>  <h3>A tese, em uma frase</h3> <p><em>Liderança não é autoridade conferida por um cargo — é influência ganha por serviço, caráter e amor.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Liderar é identificar e satisfazer as necessidades legítimas das pessoas."" — James C. Hunter</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_11_monge.pdf","leitura_breve_vol_11"
"digital","12","Vol. 12 · Inteligência Emocional — Resumo Leitura Breve","Psicologia","Psicologia; Neurociência; Relações; Daniel Goleman; Leitura Breve","Resumo editorial de ""Inteligência Emocional"" (Daniel Goleman). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Inteligência Emocional</em></h2> <p><strong>Autor:</strong> Daniel Goleman<br> <strong>Categoria:</strong> Psicologia · Neurociência · Relações<br> <strong>Coleção:</strong> Leitura Breve · Vol. 12</p>  <h3>A tese, em uma frase</h3> <p><em>QE pode importar mais que QI. Quem domina as próprias emoções e lê as dos outros, lidera, prospera e ama melhor.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Em um sentido muito real, todos nós temos duas mentes — uma que pensa e outra que sente."" — Daniel Goleman</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_12_ie.pdf","leitura_breve_vol_12"
"digital","13","Vol. 13 · Rápido e Devagar — Resumo Leitura Breve","Cognição","Cognição; Decisão; Vieses; Daniel Kahneman; Leitura Breve","Resumo editorial de ""Rápido e Devagar"" (Daniel Kahneman). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Rápido e Devagar</em></h2> <p><strong>Autor:</strong> Daniel Kahneman<br> <strong>Categoria:</strong> Cognição · Decisão · Vieses<br> <strong>Coleção:</strong> Leitura Breve · Vol. 13</p>  <h3>A tese, em uma frase</h3> <p><em>Você não é a voz da razão. É dois sistemas em conflito — e o rápido decide mais do que você imagina.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Confiança não é um índice de acurácia. É um índice de coerência."" — Daniel Kahneman</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_13_rapido_devagar.pdf","leitura_breve_vol_13"
"digital","14","Vol. 14 · Trabalhe 4 Horas por Semana — Resumo Leitura Breve","Tempo","Tempo; Lifestyle Design; Empreendedorismo; Timothy Ferriss; Leitura Breve","Resumo editorial de ""Trabalhe 4 Horas por Semana"" (Timothy Ferriss). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Trabalhe 4 Horas por Semana</em></h2> <p><strong>Autor:</strong> Timothy Ferriss<br> <strong>Categoria:</strong> Tempo · Lifestyle Design · Empreendedorismo<br> <strong>Coleção:</strong> Leitura Breve · Vol. 14</p>  <h3>A tese, em uma frase</h3> <p><em>Não trabalhe mais — trabalhe menos, melhor. A vida é projetada, não passada.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""A questão não é aposentadoria — é mini-aposentadorias."" — Timothy Ferriss</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_14_trabalhe4h.pdf","leitura_breve_vol_14"
"digital","15","Vol. 15 · Os Segredos da Mente Milionária — Resumo Leitura Breve","Mentalidade","Mentalidade; Finanças; Crenças; T. Harv Eker; Leitura Breve","Resumo editorial de ""Os Segredos da Mente Milionária"" (T. Harv Eker). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Os Segredos da Mente Milionária</em></h2> <p><strong>Autor:</strong> T. Harv Eker<br> <strong>Categoria:</strong> Mentalidade · Finanças · Crenças<br> <strong>Coleção:</strong> Leitura Breve · Vol. 15</p>  <h3>A tese, em uma frase</h3> <p><em>Sua conta bancária reflete o seu plano interno do dinheiro.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Pensamento → Sentimento → Ação → Resultado."" — T. Harv Eker</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_15_mente_milionaria.pdf","leitura_breve_vol_15"
"digital","16","Vol. 16 · Dom Casmurro — Resumo Leitura Breve","Literatura brasileira","Literatura brasileira; Romance; Ciúme; Machado de Assis; Leitura Breve","Resumo editorial de ""Dom Casmurro"" (Machado de Assis). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Dom Casmurro</em></h2> <p><strong>Autor:</strong> Machado de Assis<br> <strong>Categoria:</strong> Literatura brasileira · Romance · Ciúme<br> <strong>Coleção:</strong> Leitura Breve · Vol. 16</p>  <h3>A tese, em uma frase</h3> <p><em>A questão do livro não é 'Capitu traiu?' — é 'Bento merece ser acreditado?'.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Capitu, olhos de ressaca."" — Machado de Assis</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_16_dom_casmurro.pdf","leitura_breve_vol_16"
"digital","17","Vol. 17 · Capitães da Areia — Resumo Leitura Breve","Literatura brasileira","Literatura brasileira; Bahia; Justiça social; Jorge Amado; Leitura Breve","Resumo editorial de ""Capitães da Areia"" (Jorge Amado). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Capitães da Areia</em></h2> <p><strong>Autor:</strong> Jorge Amado<br> <strong>Categoria:</strong> Literatura brasileira · Bahia · Justiça social<br> <strong>Coleção:</strong> Leitura Breve · Vol. 17</p>  <h3>A tese, em uma frase</h3> <p><em>Crianças abandonadas ao próprio destino se organizam — e a sociedade que as abandona é a verdadeira ré.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Eles tinham na carne a mesma queimadura do sol."" — Jorge Amado</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_17_capitaes_areia.pdf","leitura_breve_vol_17"
"digital","18","Vol. 18 · O Pequeno Príncipe — Resumo Leitura Breve","Fábula","Fábula; Filosofia; Conto; Antoine de Saint-Exupéry; Leitura Breve","Resumo editorial de ""O Pequeno Príncipe"" (Antoine de Saint-Exupéry). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>O Pequeno Príncipe</em></h2> <p><strong>Autor:</strong> Antoine de Saint-Exupéry<br> <strong>Categoria:</strong> Fábula · Filosofia · Conto<br> <strong>Coleção:</strong> Leitura Breve · Vol. 18</p>  <h3>A tese, em uma frase</h3> <p><em>O essencial é invisível aos olhos.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Tu te tornas eternamente responsável por aquilo que cativas."" — Antoine de Saint-Exupéry</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_18_pequeno_principe.pdf","leitura_breve_vol_18"
"digital","19","Vol. 19 · Comece pelo Porquê — Resumo Leitura Breve","Liderança","Liderança; Propósito; Negócios; Simon Sinek; Leitura Breve","Resumo editorial de ""Comece pelo Porquê"" (Simon Sinek). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Comece pelo Porquê</em></h2> <p><strong>Autor:</strong> Simon Sinek<br> <strong>Categoria:</strong> Liderança · Propósito · Negócios<br> <strong>Coleção:</strong> Leitura Breve · Vol. 19</p>  <h3>A tese, em uma frase</h3> <p><em>As pessoas não compram o que você faz; compram o porquê você faz.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Inspirar começa pelo porquê."" — Simon Sinek</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_19_comece_porque.pdf","leitura_breve_vol_19"
"digital","20","Vol. 20 · A Coragem de Ser Imperfeito — Resumo Leitura Breve","Vulnerabilidade","Vulnerabilidade; Vergonha; Coragem; Brené Brown; Leitura Breve","Resumo editorial de ""A Coragem de Ser Imperfeito"" (Brené Brown). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>A Coragem de Ser Imperfeito</em></h2> <p><strong>Autor:</strong> Brené Brown<br> <strong>Categoria:</strong> Vulnerabilidade · Vergonha · Coragem<br> <strong>Coleção:</strong> Leitura Breve · Vol. 20</p>  <h3>A tese, em uma frase</h3> <p><em>Vulnerabilidade não é fraqueza — é o nascimento da coragem.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Aparecer e deixar-se ver — isso é vulnerabilidade."" — Brené Brown</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_20_coragem_imperfeito.pdf","leitura_breve_vol_20"
"digital","21","Vol. 21 · Essencialismo — Resumo Leitura Breve","Foco","Foco; Prioridades; Decisão; Greg McKeown; Leitura Breve","Resumo editorial de ""Essencialismo"" (Greg McKeown). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Essencialismo</em></h2> <p><strong>Autor:</strong> Greg McKeown<br> <strong>Categoria:</strong> Foco · Prioridades · Decisão<br> <strong>Coleção:</strong> Leitura Breve · Vol. 21</p>  <h3>A tese, em uma frase</h3> <p><em>Menos, mas melhor. Quem não escolhe suas prioridades, é escolhido pelas dos outros.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Se você não prioriza sua vida, alguém vai fazê-lo por você."" — Greg McKeown</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_21_essencialismo.pdf","leitura_breve_vol_21"
"digital","22","Vol. 22 · Antifrágil — Resumo Leitura Breve","Risco","Risco; Filosofia; Decisão sob incerteza; Nassim Taleb; Leitura Breve","Resumo editorial de ""Antifrágil"" (Nassim Taleb). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Antifrágil</em></h2> <p><strong>Autor:</strong> Nassim Taleb<br> <strong>Categoria:</strong> Risco · Filosofia · Decisão sob incerteza<br> <strong>Coleção:</strong> Leitura Breve · Vol. 22</p>  <h3>A tese, em uma frase</h3> <p><em>O oposto de frágil não é robusto. É antifrágil — o que ganha com o estresse, a incerteza e o caos.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Frágil quebra com volatilidade. Antifrágil prospera."" — Nassim Taleb</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_22_antifragil.pdf","leitura_breve_vol_22"
"digital","23","Vol. 23 · A Arte da Guerra — Resumo Leitura Breve","Estratégia","Estratégia; Liderança; Clássico chinês; Sun Tzu; Leitura Breve","Resumo editorial de ""A Arte da Guerra"" (Sun Tzu). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>A Arte da Guerra</em></h2> <p><strong>Autor:</strong> Sun Tzu<br> <strong>Categoria:</strong> Estratégia · Liderança · Clássico chinês<br> <strong>Coleção:</strong> Leitura Breve · Vol. 23</p>  <h3>A tese, em uma frase</h3> <p><em>A maior vitória é vencer sem precisar lutar.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Conheça o inimigo e a si mesmo, e em cem batalhas não correrá perigo."" — Sun Tzu</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_23_arte_guerra.pdf","leitura_breve_vol_23"
"digital","24","Vol. 24 · Meditações — Resumo Leitura Breve","Estoicismo","Estoicismo; Diário; Clássico romano; Marco Aurélio; Leitura Breve","Resumo editorial de ""Meditações"" (Marco Aurélio). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>Meditações</em></h2> <p><strong>Autor:</strong> Marco Aurélio<br> <strong>Categoria:</strong> Estoicismo · Diário · Clássico romano<br> <strong>Coleção:</strong> Leitura Breve · Vol. 24</p>  <h3>A tese, em uma frase</h3> <p><em>O que está em seu poder não é o que acontece — é o que você pensa sobre o que acontece.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Você tem poder sobre sua mente — não sobre os eventos."" — Marco Aurélio</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_24_meditacoes.pdf","leitura_breve_vol_24"
"digital","25","Vol. 25 · As 48 Leis do Poder — Resumo Leitura Breve","Poder","Poder; Estratégia; Polêmico; Robert Greene; Leitura Breve","Resumo editorial de ""As 48 Leis do Poder"" (Robert Greene). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>As 48 Leis do Poder</em></h2> <p><strong>Autor:</strong> Robert Greene<br> <strong>Categoria:</strong> Poder · Estratégia · Polêmico<br> <strong>Coleção:</strong> Leitura Breve · Vol. 25</p>  <h3>A tese, em uma frase</h3> <p><em>O poder é jogo eterno entre humanos. Conhecer as regras é defesa.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""Nunca ofusque o senhor."" — Robert Greene</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_25_leis_poder.pdf","leitura_breve_vol_25"
"digital","26","Vol. 26 · A Estratégia do Oceano Azul — Resumo Leitura Breve","Estratégia","Estratégia; Inovação; Mercado; W. Chan Kim & R. Mauborgne; Leitura Breve","Resumo editorial de ""A Estratégia do Oceano Azul"" (W. Chan Kim & R. Mauborgne). 25-39 páginas com tese, capítulos comentados, citações e caderno de leitura.","<h2>Resumo editorial de <em>A Estratégia do Oceano Azul</em></h2> <p><strong>Autor:</strong> W. Chan Kim & R. Mauborgne<br> <strong>Categoria:</strong> Estratégia · Inovação · Mercado<br> <strong>Coleção:</strong> Leitura Breve · Vol. 26</p>  <h3>A tese, em uma frase</h3> <p><em>Empresas que vencem por décadas competem em um lugar onde quase ninguém está.</em></p>  <h3>O que você recebe</h3> <ul>   <li>Resumo editorial completo em PDF (formato A4, design minimalista moderno)</li>   <li>Tese central destacada</li>   <li>Capítulos comentados com pontos-chave</li>   <li>Citações em destaque (parede de citações)</li>   <li>Insights e inversões</li>   <li>Aplicação prática (passo a passo)</li>   <li>Cronograma de 4 semanas para implantar as ideias</li>   <li>Caderno de leitura com espaço para anotações</li>   <li>Provocações pessoais para reflexão</li> </ul>  <h3>Para quem é</h3> <ul>   <li>Quem quer entender a essência do livro em uma sessão de leitura</li>   <li>Quem já leu e quer um caderno de revisão</li>   <li>Quem prefere aplicar ideias a apenas ler sobre elas</li> </ul>  <blockquote>""A única forma de vencer a concorrência é parar de competir com ela."" — W. Chan Kim & R. Mauborgne</blockquote>  <p>Parte da <strong>Coleção Leitura Breve</strong> — 38 volumes editoriais sobre os bestsellers que mais venderam no Brasil. Cada volume é um caderno completo, pensado para uma única sessão de leitura.</p>","R$ 19,90","1990","","download","Vol_26_oceano_azul.pdf","leitura_breve_vol_26"
